Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
4556,"Printed Tape 3M 4737T - Right Hand Side - with printed delineation line 2"" x 60Yd",1012790559-614737T260RA,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - 3M 4737T - Right Hand Side - with printed delineation line - 2"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 2.000""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 24 Rolls
Weight/box – 30
Box Per Pallet – 36
Pallet Type – ","With the roll in your LEFT hand, pulling to the right, the alignment/printed black line is at the BOTTOM for the RH side parts.

EACH BOX WILL HAVE 2 PROD ID LABELS. ONE WILL BE IN ENGLISH, ONE IN FRENCH CANADIAN. THESE WILL BE PLACED ON THE FRONT ON THE BOX, ONE BELOW THE OTHER WITH THE ENGLISH ONE ON TOP.","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.000""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – See notes
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Automatic","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.000""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – See notes
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Automatic",This job jacket makes RIGHT HAND PARTS - It should be run at the same time as JJ 4557,This job jacket makes RIGHT HAND PARTS - It should be run at the same time as JJ 4557,TRUE,Average,Default Cost Category,,TRUE,,42.81,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: BLACK - Spec 901
  Ink Type: Acetate
  Anilox: 300
  Print Cylinder: 97T
  Vendor: ",,
4557,"Printed Tape 3M 4737T - Left Hand Side - with printed delineation line 2"" x 60Yd",1012790560-614737T260LA,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - 3M 4737T - Left Hand Side - with printed delineation line - 2"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 2.000""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 24 Rolls
Weight/box – 30
Box Per Pallet – 36
Pallet Type – ","With the roll in your LEFT hand, pulling to the right, the alignment/printed black line is at the TOP for the LH side parts.

EACH BOX WILL HAVE 2 PROD ID LABELS. ONE WILL BE IN ENGLISH, ONE IN FRENCH CANADIAN. THESE WILL BE PLACED ON THE FRONT ON THE BOX, ONE BELOW THE OTHER WITH THE ENGLISH ONE ON TOP.","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.000""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – See notes
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.000""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – See notes
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand",This job jacket makes LEFT HAND PARTS - It should be run at the same time as JJ 4556,This job jacket makes LEFT HAND PARTS - It should be run at the same time as JJ 4556,TRUE,Average,Default Cost Category,,TRUE,,42.81,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: BLACK - Spec 901
  Ink Type: Acetate
  Anilox: 300
  Print Cylinder: 97T
  Vendor: ",,
4597,"Slit Tape 3M 8901 2.25"" x 72Yd",8901 2-1/4,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 8901 - 2.25"" x 72Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 72 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 2.25""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 12
Qty. Per Box – 16 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" White Brown
Width – 2.25""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  OK
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 2.25""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  OK
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,58.38,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4601,"Masking Tape 3M 2392 3.65"" x 60Yd",612393260A-1012790557,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Masking Tape - 3M 2392 - 3.65"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  15/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 3.59""
Core Label – Yes
Dividers – Paper - 6"" x 3"" cir
Bag Size – 
Qty. Per Bag – 3 Rolls
Box Size –  16 x 16 x 10-1/4
Qty. Per Box – 12 Rolls
Weight/box – 23
Box Per Pallet – 27
Pallet Type – ","EACH BOX WILL HAVE 2 PROD ID LABELS. ONE WILL BE IN ENGLISH, ONE IN FRENCH CANADIAN.  THESE WILL BE PLACED ON THE FRONT ON THE BOX, ONE BELOW THE OTHER WITH THE ENGLISH ONE ON TOP.
• For Core label use label format: 4601 Core
• Ship Exact no over, no under!
• Packaging goal is 14 cases per hour.

    1.  Place core label inside core of each roll.
    2.  Place paper circle on bottom in bag, between each roll and on top.
                   (use tube stack tool,  for size needed)
    3.  Tuck bag in top of core, add ""Core Dot"" ( 3"" 4/10) to cover hole of roll.
    4.   Place total of 12 rolls in box.  Add air pillows.","Core  –  3"" Paper 0.180"" Brown Brown
Width – 3.59""
Number Across Run/FInish –  15/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 0.180"" Brown Brown
Width – 3.59""
Number Across Run/FInish –  15/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,24.61,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,5/2/2022. DDebus~ 3M 2392 is the go-to material.-2393 is no longer available in Jumbos. Q54839
4658,"Tape, Tamper Proof Printed Black, ""PITCH"", ""ROLL"" and ""YAW"" 0.75"" x 60Yd",185821-? REV B,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Tape, Tamper Proof - Printed Black, ""PITCH"", ""ROLL"" and ""YAW"" - 0.75"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  6/1
Where Finished –  Off Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 0.75""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  14 1/4 x 8 3/4  x 12 5/8
Qty. Per Box – 6 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Part Numbers:

185821-1 = ""PITCH""
185821-2 = ""ROLL""
185821-3 = ""YAW""","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.75""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – 2
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – Off Press
Application – Hand","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.75""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – 2
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – Off Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,211.77,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: Alcohol
  Anilox: 440
  Print Cylinder: 68
  Vendor: Brewers

Ink 2
  Color: 7-110 Rlease
  Ink Type: Special
  Anilox: 200
  Print Cylinder: 68
  Vendor: 

Ink 3
  Color: Y-122 Primer
  Ink Type: Special
  Anilox: 440
  Print Cylinder: tint
  Vendor: ",,
4848,"Slit material CSM 8.37"" wide",4848,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit material - CSM - 8.37"" wide",,Strouse-HQ,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – As Rec'd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 8.37""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  8 x 8 x 8
Qty. Per Box – 3 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 8.37""
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  As Rec'd
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 8.37""
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  As Rec'd
Finish – On Press
Application – Hand",Customer Supplied Material. Further information to be provided when material arrives.,Customer Supplied Material. Further information to be provided when material arrives.,TRUE,Average,Default Cost Category,,TRUE,,100,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4913,"78 # SCK Liner 78 lb. SCK Liner 2"" x 72Yd",10877849,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"78 # SCK Liner - 78 lb. SCK Liner - 2"" x 72Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  CEI
Length per Roll/Unit – 216
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 2.0""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 20 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Per Brad Johnson, splices are acceptable.  (hand application).","Core  –  3"" Paper 1/8"" White Brown
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  216
Finish – CEI
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  216
Finish – CEI
Application – Hand",Please only use SCK liner for this and not clay coated.  The 78# C1S BG40 is available in both so you must check the liner itself.,Please only use SCK liner for this and not clay coated.  The 78# C1S BG40 is available in both so you must check the liner itself.,TRUE,Average,Default Cost Category,,TRUE,,15,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4928,"Fabricated Part Trailing Edge Strip. Unprinted Liner 3-3/4"" x 50'",137279,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Fabricated Part - Trailing Edge Strip. Unprinted Liner - 3-3/4"" x 50'",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 50'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  8 x 8 x 8
Qty. Per Box – 6 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","-- Refer to JJ 2375 for additional set up instructions.  Wind with liner on the gear side; magnetic strip out.  Core label - 4928 Core.

Package rolls in 4 mil 12 x 16 black poly bags.  A bag label goes on the bottom of each bag after roll is placed in it.  Bag label - 4928 BAG.","Core  –  3"" Paper 1/8"" White Brown
Width – 3.75""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Ask
Unwind Dir. Run – Mag. Out
Unwind Dir. Finish –  Mag. Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50'
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 3.75""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Ask
Unwind Dir. Run – Mag. Out
Unwind Dir. Finish –  Mag. Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Ask
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  50'
Finish – On Press
Application – Hand","Latex is easier to cut when still wet.
Wind with liner on the gear side; magnetic strip out.","Latex is easier to cut when still wet.
Wind with liner on the gear side; magnetic strip out.",TRUE,Average,Default Cost Category,,TRUE,,239.53,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4967,"Masking Tape 3M 231 Masking Tape, 72 rolls per case 0.50"" x 60Yd",TO2071,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Masking Tape - 3M 231 Masking Tape, 72 rolls per case - 0.50"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  110/1
Where Finished –  On Press
Length per Roll/Unit – 180
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 0.50""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 18 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 72 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.50""
Number Across Run/FInish –  110/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180
Finish – On Press
Application – Automatic","Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.50""
Number Across Run/FInish –  110/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180
Finish – On Press
Application – Automatic",,,TRUE,Average,Default Cost Category,,TRUE,,3.75,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4975,"Masking Tape 3M 232 masking tape, 96 rolls per case 3/8"" x 60Yd",TO602,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Masking Tape - 3M 232 masking tape, 96 rolls per case - 3/8"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  72/1
Where Finished –  On Press
Length per Roll/Unit – 180'
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 0.375""
Core Label – Yes - Trim to Fit
Dividers – Paper
Bag Size – 
Qty. Per Bag – 24 Rolls
Box Size –  12 1/2 x 8 1/2 x 12 5/8
Qty. Per Box – 96 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use 1/2"" core label and trim to fit the 3/8"" core.","Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.375""
Number Across Run/FInish –  72/1
Core Label – Yes - Trim to Fit
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – Automatic","Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.375""
Number Across Run/FInish –  72/1
Core Label – Yes - Trim to Fit
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – Automatic",,,TRUE,Average,Default Cost Category,,TRUE,,4.6592,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
4979,"Printed Tape White, UPVC printed Red ""DO NOT TOP LOAD"" 2"" x 55Yd",4979,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - White, UPVC printed Red ""DO NOT TOP LOAD"" - 2"" x 55Yd",,Strouse-HQ,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 55 Yd
Core Type –  3"" Paper (1/8"" wall)
Core Width – 1.968""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  8 x 8 x 8
Qty. Per Box – 36 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper (1/8"" wall)
Width – 1.968""
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  55 Yd
Finish – On Press
Application – Automatic","Core  –  3"" Paper (1/8"" wall)
Width – 1.968""
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  55 Yd
Finish – On Press
Application – Automatic",,,TRUE,Average,Default Cost Category,,TRUE,,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Red (186)
  Ink Type: PVC
  Anilox: 400
  Print Cylinder: 59
  Vendor: ",,2/22/2023 MS: Need new plate next order.
5017,"Perfed Part AB 181, 4"" wide, perfed every 4"", with 1"" center hole removed. 200 yards or 1800 pieces per roll. 4"" x 4""",5017,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Perfed Part - AB 181, 4"" wide, perfed every 4"", with 1"" center hole removed. 200 yards or 1800 pieces per roll. - 4"" x 4""",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 200 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 4.000""
Core Label – Yes

Must indicate AB 160 on label
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 10
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","On core label: indicate material as AB 181.
added ""Maximum of one splice.  No splices in first 40 yds and last 40 yds"" per customer document ABI21503 Rev 11","Core  –  3"" Paper 1/8"" White Brown
Width – 4.000""
Number Across Run/FInish –  1/1
Core Label – Yes

Must indicate AB 160 on label
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  No
Pieces per roll/Unit – 1,800
Length per roll/unit –  200 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 4.000""
Number Across Run/FInish –  1/1
Core Label – Yes

Must indicate AB 160 on label
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  No
Pieces per roll/Unit – 1,800
Length per roll/unit –  200 Yd
Finish – On Press
Application – ",The die is a PRESSURE SENSITIVE Tool- ReMake as necessary,The die is a PRESSURE SENSITIVE Tool- ReMake as necessary,TRUE,Average,Default Cost Category,,TRUE,,57.3,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/1/2020 - RB - Have run 4 times since note below with no issues.
12/27/2017 - Skip -  Just started running and the die is cutting well. I am leaving this marked to see engineering so we can see how long the die lasts with the hard coating on it. 

12/18/17 - Skip - We ordered a new flex die that has a hard coating on it and we changed the liner to help the die cutting issues we have been having. Need to follow up to see how well the die works with the 54lb liner. 

"
5021,"Slit Tape 3M 231 0.75"" x 60Yd",T02081,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 231 - 0.75"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  70/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 0.75""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 48 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.75""
Number Across Run/FInish –  70/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 0.180"" Brown Brown
Width – 0.75""
Number Across Run/FInish –  70/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,8.32,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
5026,"Butt Cut Tape d/c PET splicing tape, Checkerboard 3/4"" x 3/4"" x 36Yd",5026,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Butt Cut Tape - d/c PET splicing tape, Checkerboard - 3/4"" x 3/4"" x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 36 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 50 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use 3"" PLAIN paper cores (no Strouse markings on cores or core labels; box label is OK)

Use core label format ""5026 core""

Core labels must say NOYA VERA","Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.75""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,12.96,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: 199 Red
  Ink Type: Alcohol
  Anilox: 200
  Print Cylinder: 65
  Vendor: ",,
